Ano,Semestre,Nome Mantenedora,Código e-MEC da Mantenedora,CNPJ da mantenedora,Nome da IES,Código e-MEC da IES,Organização Acadêmica da IES,UF da IES,Município da IES,Nome do Local de oferta,Código do Local de Oferta,Município do Local de Oferta,UF do Local de Oferta,Nome da Microrregião,Código da Microrregião,Código da Mesorregião,Nome da Mesorregião,Área do conhecimento,Subárea do conhecimento,Código do Grupo de Preferência, Nota de Corte Grupo Preferência ,Código do Curso,Nome do Curso,Turno,Grau,Conceito,Vagas autorizadas e-mec,Vagas ofertadas FIES,Vagas além da Oferta,Vagas ocupadas,Participa do P-FIES,Vagas Ofertadas P-FIES,BANCO NORDESTE BRASIL   (004),ITAU UNIBANCO (PRAVALER)(341),BV FINANCEIRA (PRAVALER)(455),BANCO ANDBANK (PRAVALER)(65),BANCO DA AMAZONIA S.A.  (003), Valor bruto do curso , 1 Semestre Bruto , 2 Semestre Bruto , 3 Semestre Bruto , 4 Semestre Bruto , 5 Semestre Bruto , 6 Semestre Bruto , 7 Semestre Bruto , 8 Semestre Bruto , 9 Semestre Bruto , 10 Semestre Bruto , 11 Semestre Bruto , 12 Semestre Bruto , Valor do curso para FIES , Índice de correção - IPCA , 1 Semestre FIES , 2 Semestre FIES , 3 Semestre FIES , 4 Semestre FIES , 5 Semestre FIES , 6 Semestre FIES , 7 Semestre FIES , 8 Semestre FIES , 9 Semestre FIES , 10 Semestre FIES , 11 Semestre FIES , 12 Semestre FIES 
2019,1,ANHANGUERA EDUCACIONAL PARTICIPACOES S/A,16452,4310392000146,FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO,5288,Faculdade ,SP,Ribeirão Preto,UNIDADE SEDE,106497,Ribeirão Preto,SP,Ribeirão Preto,35014,3502,Ribeirão Preto,DIVERSAS ÁREAS,"CIÊNCIAS SOCIAIS, POLÍTICAS, ECONÔMICAS E CONTÁBEIS, PSICOLOGIA E SECRETARIADO",45422," 606,18 ",1283957,PSICOLOGIA,NOTURNO,Bacharelado,3,100,30,70,0,NAO,0,N,N,N,N,N," 81.895,00 "," 8.513,00 "," 6.464,00 "," 7.044,00 "," 8.734,00 "," 9.144,00 "," 7.904,00 "," 8.523,00 "," 8.523,00 "," 8.523,00 "," 8.523,00 ", -   , -   ," 70.340,00 ", 125% ," 6.385,00 "," 4.848,00 "," 5.283,00 "," 6.551,00 "," 6.858,00 "," 6.323,00 "," 8.523,00 "," 8.523,00 "," 8.523,00 "," 8.523,00 ", -   , -   
2019,1,ASSUPERO ENSINO SUPERIOR LTDA.,2415,6099229000101,UNIVERSIDADE PAULISTA,322,Universidade,SP,São Paulo,CAMPUS III - ANCHIETA,2639,São Paulo,SP,São Paulo,35061,3515,Metropolitana de São Paulo,DIVERSAS ÁREAS,"CIÊNCIAS SOCIAIS, POLÍTICAS, ECONÔMICAS E CONTÁBEIS, PSICOLOGIA E SECRETARIADO",46126," 591,00 ",75082,PSICOLOGIA,MATUTINO,Bacharelado,3,115,34,47,0,SIM,34,N,S,N,S,N," 52.068,75 "," 5.225,94 "," 3.919,72 "," 4.236,19 "," 5.094,32 "," 4.811,38 "," 5.661,33 "," 5.661,25 "," 5.823,08 "," 5.817,77 "," 5.817,77 ", -   , -   ," 45.816,67 ", 250% ," 3.658,14 "," 3.527,75 "," 3.812,57 "," 4.584,89 "," 4.330,24 "," 5.095,20 "," 5.095,13 "," 5.240,77 "," 5.235,99 "," 5.235,99 ", -   , -   
2019,1,UNIESP S.A,16134,19347410000131,FACULDADE DE MÚSICA CARLOS GOMES,371,Faculdade ,SP,São Paulo,CAMPUS  - SÃO PAULO - VILA MARIANA,657860,São Paulo,SP,São Paulo,35061,3515,Metropolitana de São Paulo,DIVERSAS ÁREAS,"MÚSICA, FOTOGRAFIA, PRODUÇÃO MULTIMÍDIA E CURSOS RELACIONADOS",46110," 468,56 ",28186,MÚSICA,MATUTINO,Bacharelado,3,5,1,0,0,NAO,0,N,N,N,N,N," 43.020,00 "," 3.864,00 "," 3.864,00 "," 3.864,00 "," 10.476,00 "," 10.476,00 "," 10.476,00 ", -   , -   , -   , -   , -   , -   ," 40.060,80 ", 100% ," 3.477,60 "," 3.477,60 "," 3.477,60 "," 9.876,00 "," 9.876,00 "," 9.876,00 ", -   , -   , -   , -   , -   , -   
2019,1,UNIDAS SOCIEDADE DE EDUCACAO E CULTURA LTDA,2930,7548950000102,FACULDADE DE EDUCAÇÃO E MEIO AMBIENTE,4613,Faculdade ,RO,Ariquemes,UNIDADE SEDE,659885,Ariquemes,RO,Ariquemes,11003,1102,Leste Rondoniense,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA CIVIL E AMBIENTAL, ARQUITETURA E CURSOS RELACIONADOS",42643," 625,42 ",1259888,ENGENHARIA CIVIL,NOTURNO,Bacharelado,3,100,20,0,3,NAO,0,N,N,N,N,N," 101.556,00 "," 10.155,60 "," 10.719,80 "," 10.719,80 "," 9.591,40 "," 10.155,60 "," 10.155,60 "," 10.719,80 "," 9.591,40 "," 10.155,60 "," 9.591,40 ", -   , -   ," 91.400,40 ", 1% ," 9.140,04 "," 9.647,82 "," 9.647,82 "," 8.632,26 "," 9.140,04 "," 9.140,04 "," 9.647,82 "," 8.632,26 "," 9.140,04 "," 8.632,26 ", -   , -   
2019,1,UNIESP S.A,16134,19347410000131,CENTRO UNIVERSITÁRIO DE SÃO PAULO - UNI SÃO PAULO,254,Centro Universitário,SP,São Paulo,CAMPUS  - SÃO PAULO - PARQUE DA MOOCA,657803,São Paulo,SP,São Paulo,35061,3515,Metropolitana de São Paulo,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA ELÉTRICA, ELETRÔNICA, DA COMPUTAÇÃO E CURSOS RELACIONADOS",46069," 594,82 ",1279254,ELETROTÉCNICA INDUSTRIAL,MATUTINO,Tecnológico,Autorizado,50,12,5,0,SIM,1,N,N,N,N,N," 24.354,00 "," 4.824,00 "," 4.824,00 "," 4.824,00 "," 9.882,00 ", -   , -   , -   , -   , -   , -   , -   , -   ," 22.306,80 ", 100% ," 4.341,60 "," 4.341,60 "," 4.341,60 "," 9.282,00 ", -   , -   , -   , -   , -   , -   , -   , -   
2019,1,UNIAO DINAMICA DE FACULDADES CATARATAS UDC LTDA,924,1208350000100,Centro Universitário Dinâmica das Cataratas,1396,Centro Universitário,PR,Foz do Iguaçu,CENTRO UNIVERSITÁRIO UDC,658448,Foz do Iguaçu,PR,Foz do Iguaçu,41024,4106,Oeste Paranaense,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA MECÂNICA, AERONÁUTICA, NAVAL E CURSOS RELACIONADOS",46343," 568,16 ",1141548,ENGENHARIA MECÂNICA,NOTURNO,Bacharelado,4,100,4,0,2,NAO,0,N,N,N,N,N," 67.200,00 "," 6.720,00 "," 6.720,00 "," 6.720,00 "," 6.720,00 "," 6.720,00 "," 6.720,00 "," 6.720,00 "," 6.720,00 "," 6.720,00 "," 6.720,00 ", -   , -   ," 63.840,00 ", 200% ," 6.384,00 "," 6.384,00 "," 6.384,00 "," 6.384,00 "," 6.384,00 "," 6.384,00 "," 6.384,00 "," 6.384,00 "," 6.384,00 "," 6.384,00 ", -   , -   
2019,1,FACULDADE VALE DO ACO LTDA,15886,12513048000182,FACULDADE VALE DO AÇO,18253,Faculdade ,MA,Açailândia,UNIDADE SEDE,1061725,Açailândia,MA,Imperatriz,21009,2102,Oeste Maranhense,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA DE PRODUÇÃO, DE MATERIAIS E CURSOS RELACIONADOS",43099," 519,50 ",1210300,ENGENHARIA DE PRODUÇÃO,MATUTINO,Bacharelado,4,100,40,60,0,NAO,0,N,N,N,N,N," 103.456,20 "," 10.345,62 "," 10.345,62 "," 10.345,62 "," 10.345,62 "," 10.345,62 "," 10.345,62 "," 10.345,62 "," 10.345,62 "," 10.345,62 "," 10.345,62 ", -   , -   ," 58.164,45 ", 100% ," 5.019,27 "," 5.905,02 "," 5.905,02 "," 5.905,02 "," 5.905,02 "," 5.905,02 "," 5.905,02 "," 5.905,02 "," 5.905,02 "," 5.905,02 ", -   , -   
2019,1,INSTITUTO VALE DO CRICARE LTDA,994,1997757000164,FACULDADE VALE DO CRICARÉ,1514,Faculdade ,ES,São Mateus,UNIDADE  - SÃO MATEUS - UNIVERSITÁRIO,706080,São Mateus,ES,São Mateus,32005,3202,Litoral Norte Espírito-santense,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA CIVIL E AMBIENTAL, ARQUITETURA E CURSOS RELACIONADOS",44983," 617,92 ",1257657,ARQUITETURA E URBANISMO,NOTURNO,Bacharelado,Autorizado,100,5,10,2,SIM,20,S,N,N,N,N," 94.365,00 "," 9.436,50 "," 9.436,50 "," 9.436,50 "," 9.436,50 "," 9.436,50 "," 9.436,50 "," 9.436,50 "," 9.436,50 "," 9.436,50 "," 9.436,50 ", -   , -   ," 89.646,60 ", 100% ," 8.964,66 "," 8.964,66 "," 8.964,66 "," 8.964,66 "," 8.964,66 "," 8.964,66 "," 8.964,66 "," 8.964,66 "," 8.964,66 "," 8.964,66 ", -   , -   
2019,1,ASSOBES ENSINO SUPERIOR LTDA.,519,1711282000106,CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN,1446,Centro Universitário,DF,Brasília,CAMPUS DE ÁGUAS CLARAS,26032,Brasília,DF,Brasília,53001,5301,Distrito Federal,"CURSOS DA ÁREA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR","HISTÓRIA (LIC), GEOGRAFIA (LIC), EDUCAÇÃO FÍSICA (LIC) E CURSOS RELACIONADOS",47445," 639,30 ",1152438,HISTÓRIA,NOTURNO,Licenciatura,Autorizado,360,90,180,0,SIM,90,N,S,N,S,N," 21.742,84 "," 2.812,07 "," 3.402,30 "," 3.402,30 "," 3.515,71 "," 3.515,71 "," 5.094,75 ", -   , -   , -   , -   , -   , -   ," 19.146,71 ", 250% ," 2.109,05 "," 3.062,07 "," 3.062,07 "," 3.164,14 "," 3.164,14 "," 4.585,24 ", -   , -   , -   , -   , -   , -   
2019,1,SER EDUCACIONAL S.A.,1847,4986320000113,Centro Universitário Joaquim Nabuco de Paulista,4118,Centro Universitário,PE,Paulista,UNIDADE SEDE,659766,Paulista,PE,Recife,26017,2605,Metropolitana de Recife,"CURSOS DA ÁREA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR",PEDAGOGIA,43864," 547,12 ",1048014,PEDAGOGIA,NOTURNO,Licenciatura,4,120,48,0,1,SIM,50,N,S,N,S,N," 22.745,60 "," 2.843,20 "," 2.843,20 "," 2.843,20 "," 2.843,20 "," 2.843,20 "," 2.843,20 "," 2.843,20 "," 2.843,20 ", -   , -   , -   , -   ," 20.225,36 ", 150% ," 2.528,17 "," 2.528,17 "," 2.528,17 "," 2.528,17 "," 2.528,17 "," 2.528,17 "," 2.528,17 "," 2.528,17 ", -   , -   , -   , -   
2019,1,ASSUPERO ENSINO SUPERIOR LTDA.,2415,6099229000101,UNIVERSIDADE PAULISTA,322,Universidade,SP,São Paulo,BAURU I,9529,Bauru,SP,Bauru,35020,3504,Bauru,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,"ENGENHARIA ELÉTRICA, ELETRÔNICA, DA COMPUTAÇÃO E CURSOS RELACIONADOS",45499," 564,92 ",60530,ENGENHARIA ELÉTRICA,NOTURNO,Bacharelado,3,230,69,92,0,SIM,69,N,S,N,S,N," 92.193,88 "," 6.241,62 "," 8.319,33 "," 8.319,33 "," 8.596,63 "," 8.596,63 "," 9.539,93 "," 9.539,93 "," 11.764,34 "," 10.783,92 "," 10.492,22 ", -   , -   ," 81.726,18 ", 250% ," 4.369,14 "," 7.487,39 "," 7.487,39 "," 7.736,97 "," 7.736,97 "," 8.585,94 "," 8.585,94 "," 10.587,91 "," 9.705,53 "," 9.443,00 ", -   , -   
2019,1,FEDERAL EDUCACIONAL LTDA.,15868,17238945000149,FACULDADE CAPITAL FEDERAL,17854,Faculdade ,SP,Taboão da Serra,SEDE NOVA,1073416,Taboão da Serra,SP,Itapecerica da Serra,35060,3515,Metropolitana de São Paulo,DIVERSAS ÁREAS,"ADMINISTRAÇÃO, ADMINISTRAÇÃO PÚBLICA, GESTÃO, LOGÍSTICA, NEGÓCIOS E CURSOS RELACIONADOS",46131," 564,44 ",1206351,LOGÍSTICA,NOTURNO,Tecnológico,4,120,48,0,0,NAO,0,N,N,N,N,N," 18.790,08 "," 4.697,52 "," 4.697,52 "," 4.697,52 "," 4.697,52 ", -   , -   , -   , -   , -   , -   , -   , -   ," 9.817,92 ", 100% ," 2.454,48 "," 2.454,48 "," 2.454,48 "," 2.454,48 ", -   , -   , -   , -   , -   , -   , -   , -   
2019,1,INSTITUTO VALE EDUCACAO,3016,7747668000146,FACULDADE DE CIÊNCIAS HUMANAS DE CRUZEIRO,4724,Faculdade ,SP,Cruzeiro,CRUZEIRO,139851,Cruzeiro,SP,Guaratinguetá,35051,3513,Vale do Paraíba Paulista,DIVERSAS ÁREAS,"CIÊNCIAS SOCIAIS, POLÍTICAS, ECONÔMICAS E CONTÁBEIS, PSICOLOGIA E SECRETARIADO",46005," 570,18 ",96993,CIÊNCIAS CONTÁBEIS,NOTURNO,Bacharelado,4,100,20,5,1,SIM,5,N,N,N,N,N," 53.216,00 "," 6.652,00 "," 6.652,00 "," 6.652,00 "," 6.652,00 "," 6.652,00 "," 6.652,00 "," 6.652,00 "," 6.652,00 ", -   , -   , -   , -   ," 14.856,00 ", 100% ," 1.857,00 "," 1.857,00 "," 1.857,00 "," 1.857,00 "," 1.857,00 "," 1.857,00 "," 1.857,00 "," 1.857,00 ", -   , -   , -   , -   
2019,1,UNIESP S.A,16134,19347410000131,FACULDADE DE MIRASSOL,1118,Faculdade ,SP,Mirassol,Unidade SEDE,658265,Mirassol,SP,São José do Rio Preto,35004,3501,São José do Rio Preto,CURSOS DA ÁREA DE ENGENHARIA E CIÊNCIA DA COMPUTAÇÃO,CIÊNCIA DA COMPUTAÇÃO E SISTEMAS DE INFORMAÇÃO E CURSOS RELACIONADOS,45313," 509,76 ",21998,SISTEMAS DE INFORMAÇÃO,NOTURNO,Bacharelado,4,50,20,5,0,SIM,1,N,N,N,N,N," 63.882,00 "," 4.824,00 "," 4.824,00 "," 4.824,00 "," 9.882,00 "," 9.882,00 "," 9.882,00 "," 9.882,00 "," 9.882,00 ", -   , -   , -   , -   ," 59.434,80 ", 100% ," 4.341,60 "," 4.341,60 "," 4.341,60 "," 9.282,00 "," 9.282,00 "," 9.282,00 "," 9.282,00 "," 9.282,00 ", -   , -   , -   , -   
2019,1,"UNISEPE UNIAO DAS INSTITUICOES DE SERVICO, ENSINO E PESQUISA LTDA",715,67172676000133,FACULDADES INTEGRADAS DO VALE DO RIBEIRA,1554,Faculdade ,SP,Registro,Unidade SEDE,658575,Registro,SP,Registro,35055,3514,Litoral Sul Paulista,CURSOS DA AREA DE SAUDE,"ENFERMAGEM, FISIOTERAPIA, FARMÁCIA, NUTRIÇÃO E CURSOS RELACIONADOS",46024," 588,48 ",97095,ENFERMAGEM,NOTURNO,Bacharelado,3,100,21,25,5,SIM,24,N,S,N,N,N," 71.220,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 ", -   , -   ," 71.220,00 ", 100% ," 7.122,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 "," 7.122,00 ", -   , -   
2019,1,INSTITUTO CAMPINENSE DE ENSINO SUPERIOR LTDA,2447,5933016000170,UNIVERSIDADE DA AMAZÔNIA,383,Universidade,PA,Belém,UNAMA - CAMPUS SEDE,657865,Belém,PA,Belém,15007,1503,Metropolitana de Belém,DIVERSAS ÁREAS,"ADMINISTRAÇÃO, ADMINISTRAÇÃO PÚBLICA, GESTÃO, LOGÍSTICA, NEGÓCIOS E CURSOS RELACIONADOS",42876," 570,10 ",1169763,ADMINISTRAÇÃO,NOTURNO,Bacharelado,4,100,40,0,1,SIM,50,N,S,N,S,N," 62.215,20 "," 7.776,90 "," 7.776,90 "," 7.776,90 "," 7.776,90 "," 7.776,90 "," 7.776,90 "," 7.776,90 "," 7.776,90 ", -   , -   , -   , -   ," 55.321,76 ", 150% ," 6.915,22 "," 6.915,22 "," 6.915,22 "," 6.915,22 "," 6.915,22 "," 6.915,22 "," 6.915,22 "," 6.915,22 ", -   , -   , -   , -   
2019,1,UB UNISAOLUIS EDUCACIONAL S.A,1042,3186792000129,FACULDADE ESTÁCIO DE SÃO LUÍS,1590,Faculdade ,MA,São Luís,SÃO LUÍS,707738,São Luís,MA,Aglomeração Urbana de São Luís,21002,2101,Norte Maranhense,"CURSOS DA ÁREA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR","HISTÓRIA (LIC), GEOGRAFIA (LIC), EDUCAÇÃO FÍSICA (LIC) E CURSOS RELACIONADOS",43053," 560,18 ",117472,EDUCAÇÃO FÍSICA,MATUTINO,Licenciatura,4,100,29,35,1,SIM,35,N,S,S,S,N," 3.999,96 "," 666,66 "," 666,66 "," 666,66 "," 666,66 "," 666,66 "," 666,66 ", -   , -   , -   , -   , -   , -   ," 3.999,96 ", 250% ," 666,66 "," 666,66 "," 666,66 "," 666,66 "," 666,66 "," 666,66 ", -   , -   , -   , -   , -   , -   
2019,1,PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA,1204,3239470000109,FACULDADE PITÁGORAS DE SÃO LUIZ,4865,Faculdade ,MA,São Luís,UNIDADE SEDE,139957,São Luís,MA,Aglomeração Urbana de São Luís,21002,2101,Norte Maranhense,DIVERSAS ÁREAS,"CIÊNCIAS BIOLÓGICAS (BEL), BIOMEDICINA, BIOTECNOLOGIA E CURSOS RELACIONADOS",43078," 535,66 ",1300212,BIOMEDICINA,MATUTINO,Bacharelado,4,40,16,24,4,NAO,0,N,N,N,N,N," 52.137,00 "," 5.201,00 "," 6.144,00 "," 7.128,00 "," 8.116,00 "," 8.550,00 "," 7.076,00 "," 4.961,00 "," 4.961,00 ", -   , -   , -   , -   ," 41.937,00 ", 125% ," 3.900,00 "," 4.608,00 "," 5.346,00 "," 6.087,00 "," 6.413,00 "," 5.661,00 "," 4.961,00 "," 4.961,00 ", -   , -   , -   , -   
2019,1,SOCIEDADE AMAZONENSE DE EDUCACAO E CULTURA LTDA - SAMEC.,440,4278057000108,CENTRO UNIVERSITÁRIO DE ENSINO SUPERIOR DO AMAZONAS,668,Centro Universitário,AM,Manaus,UNIDADE SEDE,707515,Manaus,AM,Manaus,13007,1303,Centro Amazonense,DIVERSAS ÁREAS,"DIREITO, COMÉRCIO EXTERIOR, BIBLIOTECONOMIA E CURSOS RELACIONADOS",42748," 460,00 ",1427534,COMÉRCIO EXTERIOR,MATUTINO,Tecnológico,Autorizado,50,5,6,0,SIM,1,N,N,N,N,N," 11.520,00 "," 1.920,00 "," 1.920,00 "," 1.920,00 "," 1.920,00 "," 1.920,00 "," 1.920,00 ", -   , -   , -   , -   , -   , -   ," 10.944,00 ", 5% ," 1.824,00 "," 1.824,00 "," 1.824,00 "," 1.824,00 "," 1.824,00 "," 1.824,00 ", -   , -   , -   , -   , -   , -   
2019,1,SOCIEDADE DE EDUCACAO NOSSA SENHORA DO PATROCINIO S/S LTDA,120,45466752000180,CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO,1149,Centro Universitário,SP,Salto,CAMPUS  - ITU - CENTRO,658285,Itu,SP,Sorocaba,35046,3512,Macro Metropolitana Paulista,"CURSOS DA ÁREA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR","HISTÓRIA (LIC), GEOGRAFIA (LIC), EDUCAÇÃO FÍSICA (LIC) E CURSOS RELACIONADOS",45905," 592,58 ",415436,EDUCAÇÃO FÍSICA,NOTURNO,Bacharelado,4,100,40,0,1,SIM,8,N,S,S,S,N," 44.622,80 "," 5.577,85 "," 5.577,85 "," 5.577,85 "," 5.577,85 "," 5.577,85 "," 5.577,85 "," 5.577,85 "," 5.577,85 ", -   , -   , -   , -   ," 35.569,14 ", 300% ," 3.779,75 "," 3.779,75 "," 3.980,52 "," 3.980,52 "," 4.151,72 "," 5.298,96 "," 5.298,96 "," 5.298,96 ", -   , -   , -   , -   
2019,1,EDITORA E DISTRIBUIDORA EDUCACIONAL S/A,14514,38733648000140,FACULDADE PITÁGORAS DE LINHARES,736,Faculdade ,ES,Linhares,UNIDADE SEDE,1000183,Linhares,ES,Linhares,32006,3202,Litoral Norte Espírito-santense,"CURSOS DA ÁREA DE LICENCIATURA, PEDAGOGIA E NORMAL SUPERIOR","HISTÓRIA (LIC), GEOGRAFIA (LIC), EDUCAÇÃO FÍSICA (LIC) E CURSOS RELACIONADOS",44986," 574,40 ",1178533,EDUCAÇÃO FÍSICA,MATUTINO,Licenciatura,3,50,15,35,0,NAO,0,N,N,N,N,N," 40.327,00 "," 5.592,00 "," 8.945,00 "," 6.360,00 "," 6.464,00 "," 4.385,00 "," 8.581,00 ", -   , -   , -   , -   , -   , -   ," 30.674,00 ", 125% ," 4.194,00 "," 6.709,00 "," 4.770,00 "," 4.848,00 "," 3.288,00 "," 6.865,00 ", -   , -   , -   , -   , -   , -   
2019,1,FUNDACAO EDUCACIONAL CLAUDINO FRANCIO,2891,1392802000157,FACULDADE CENTRO MATO-GROSSENSE,4567,Faculdade ,MT,Sorriso,UNIDADE SEDE,659871,Sorriso,MT,Alto Teles Pires,51006,5101,Norte Mato-grossense,CURSOS DA AREA DE SAUDE,"ENFERMAGEM, FISIOTERAPIA, FARMÁCIA, NUTRIÇÃO E CURSOS RELACIONADOS",47100," 540,50 ",1405678,NUTRIÇÃO,NOTURNO,Bacharelado,Autorizado,50,12,20,0,SIM,5,N,S,S,S,N," 66.474,54 "," 7.386,06 "," 7.774,80 "," 7.774,80 "," 7.774,80 "," 7.774,80 "," 7.774,80 "," 10.107,24 "," 10.107,24 ", -   , -   , -   , -   ," 59.827,05 ", 100% ," 6.647,45 "," 6.997,32 "," 6.997,32 "," 6.997,32 "," 6.997,32 "," 6.997,32 "," 9.096,50 "," 9.096,50 ", -   , -   , -   , -   
