inspection_date,inspector,district,subdistrict,subsector,permit_number,dba,permit_type,street_address,street_address_clean,inspection_type,inspection_frequency_type,total_time,facility_rating_status,census,suspension_notes,inspection_notes,violation_count,violation_codes,latitude,longitude,point,analysis_neighborhood,supervisor_district,data_as_of,data_loaded_at
2025/05/08 12:00:00 AM,Amelia Castelli,3,304,208,96558,MISSION COMMUNITY MARKET,H14 - CERTIFIED FARMERS MARKETS,84 BARTLETT ST,84 BARTLETT ST,Routine,1.0,60.0,Pass,CFM,,,1.0,"114341, 114354 - Ensure all food preparation at a community event is conducted within the temporary food facility or other approved food facility. Barbecues, grills or other equipment approved for outdoor cooking may be located adjacent to the temporary food facility if building and fire codes prohibit cooking inside the temporary food facility. Grills and barbecues or other approved cooking equipment shall be separated from public access by using ropes or other approved methods to prevent contamination of the food and injury to the public. Equipment shall be located and installed to prevent food contamination.",37.755664114631,-122.419934407084,POINT (-122.419934407 37.755664115),Mission,9.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/08 12:00:00 AM,Maribel Rodriguez,3,309,228A,06743829,SIDE A,"H24 - RESTAURANT UNDER 1,000 SQFT",2814 19TH ST,2814 19TH ST,Routine,2.0,60.0,Pass,228A,,,4.0,"114067(h), 114123, 114143(a, b), 114256-114256.2, 114256.4, 114257-114257.1, 114259, 114259.2-114259.3, 114279, 114281, 114282 - Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner., 114018, 114020 - Discontinue thawing potentially hazardous foods at room temperature or in standing water. Use one of the following approved methods:  - Under potable running water of sufficient velocity to wash away loose food particles using water no greater than 70°F for no more than 2 hours.  - In a refrigeration unit at 41°F or below  - In a microwave  - As part of the cooking process, 113953, 113953.1, 113953.2, 114067(f) - Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times., 113984(d), 114097, 114099.1, 114099.4, 114099.6, 114101(b, c, d), 114105, 114109, 114111, 114113, 11415 (a, b, D), 114117, 114125(b), 114141 - Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment.",37.760580000001,-122.410332000002,POINT (-122.410332 37.76058),Mission,9.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/15 12:00:00 AM,Michael Mooney,2,203,107A,30987,RED AND WHITE FLEET,H07 - RETAIL MKTS W/FOOD PREP (UNDER 5001),PIER 43 1/2,PIER 43 1/2,Site Visit,1.0,15.0,Pass,101,,,,,37.787164719048,-122.460471822231,POINT (-122.460471822 37.787164719),Inner Richmond,1.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/16 12:00:00 AM,Rochelle Veloso,3,307,176B,110731,UNCLE TITO,"H26 - RESTAURANT OVER 2,000 SQFT",981 MISSION ST PMB76,981 MISSION ST PMB76,Site Visit,2.0,20.0,,176B,,,,,37.781152002412,-122.407893995944,POINT (-122.407893996 37.781152002),South of Market,6.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/15 12:00:00 AM,Sharon Aguila-Leonard,5,503,302,25850,STARBUCKS COFFEE,"H24 - RESTAURANT UNDER 1,000 SQFT",744 IRVING ST,744 IRVING ST,Site Visit,1.0,25.0,Pass,302,,,,,37.764306000001,-122.466015000002,POINT (-122.466015 37.764306),Inner Sunset,7.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/14 12:00:00 AM,Rochelle Veloso,4,405,102,32208,MCCORMICK&KULETOS SEAFOOD REST,"H26 - RESTAURANT OVER 2,000 SQFT",900 N POINT ST,900 N POINT ST,Site Visit,2.0,30.0,,102,,,,,37.805535000001,-122.423197500002,POINT (-122.4231975 37.805535),Russian Hill,2.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/03/05 12:00:00 AM,Cristina Fung-Autry,5,506,313,115380,HONGKONG 0410 SF LLC,"H24 - RESTAURANT UNDER 1,000 SQFT",3995 ALEMANY BLVD STE 3001,3995 ALEMANY BLVD,Routine,2.0,150.0,Pass,313,,,12.0,"114018, 114020 - Discontinue thawing potentially hazardous foods at room temperature or in standing water. Use one of the following approved methods:  - Under potable running water of sufficient velocity to wash away loose food particles using water no greater than 70°F for no more than 2 hours.  - In a refrigeration unit at 41°F or below  - In a microwave  - As part of the cooking process, 114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable., 114143(d), 114266, 114268, 114268.1, 114271, 114272 - Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair., 114074, 114081, 114119, 114121, 114161, 114178, 114179, 114083, 114185, 114185.2, 114185.3, 114185.4, 114185.5 - All clean and soiled linen shall be properly stored; non-food items shall be stored and displayed separate from food and food-contact surfaces. Utensils and equipment shall be handled and stored so as to be protected from contamination., 114135, 114185.1 114185.3 [d-e] - Store wiping cloths used to wipe service counters, scales, or other surfaces that may come into contact with food in clean water with sanitizer or use only once; separate sanitizing containers shall be provided for wiping cloths used with raw animal foods., 114067(f, g), 114099, 114099.3, 114099.5, 114101(a), 114101.1, 114101.2, 114103, 114107, 114125) - Provide an approved warewashing facility. Obtain chlorine test strips to monitor chlorine sanitizer solutions and mechanical dishwasher. Obtain quaternary ammonia test strips to monitor quaternary ammonia sanitizer solutions., 114002, 114002.1 - Rapidly cool potentially hazardous foods from 135°F to 70°F within 2 hours, then from 70°F to 41°F within 4 hours. Discontinue cooling PHF's at room temperature.  Rapid cool by any of the following approved methods: 1) Ice water bath 2) Ice wand 3) Shallow stainless steel pans filled 2-3 inches and store in refrigerator 4) Separate into smaller or thinner portions and store in refrigerator 5) Blast chiller 6) Any combination of the above. Use the following approved methods provided on the rapid cooling guideline., 113947 - Provide training to staff regarding safe food handling practices, adequate allergen knowledge and/or assigned duties., 113984(d), 114097, 114099.1, 114099.4, 114099.6, 114101(b, c, d), 114105, 114109, 114111, 114113, 11415 (a, b, D), 114117, 114125(b), 114141 - Properly wash, rinse and sanitize all food contact surfaces. Make a 100 ppm bleach sanitizing solution or a 200 ppm quaternary ammonia solution for the third compartment., 114157, 114159 - Maintain onsite an accurate, easily readable metal probe thermometer suitable for measuring temperature of food shall be available. A display thermometer +/- 2F shall be provided for each hot and cold holding unit of potentially hazardous foods and high temperature warewashing machines., 113953, 113953.1, 113953.2, 114067(f) - Provide soap and single-use towels in dispensers, or a drying device at each handwash sink at all times. Maintain all handwash sinks unobstructed and accessible at all times., 114047, 114049, 114051, 114053, 114055, 114069(b) - Elevate all food at least 6 inches off of the floor to prevent contamination. Properly label bulk ingredient/food containers with common name.",37.710432000001,-122.467653000002,POINT (-122.467653 37.710432),Oceanview/Merced/Ingleside,7.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/08 12:00:00 AM,William Bajjalieh,5,505,303,67050,Precise Chevron,H03 - RETAIL MKTS W/O PREP (UNDER 5001),1890 19TH AVE,1890 19TH AVE,Routine,1.0,30.0,Pass,303,,,2.0,"114143(d), 114266, 114268, 114268.1, 114271, 114272 - Provide walls / ceilings using materials that are durable, smooth, nonabsorbent, light-colored, and washable surfaces. All floor surfaces, other than the customer service areas, shall be approved, smooth, durable, and made of nonabsorbent material that is easily cleanable. Approved base coving shall be provided in all areas, except customer service areas and where food is stored in original unopened containers. Food facilities shall be fully enclosed. All food facilities shall be kept clean and in good repair., 114067(h), 114123, 114143(a, b), 114256-114256.2, 114256.4, 114257-114257.1, 114259, 114259.2-114259.3, 114279, 114281, 114282 - Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.",37.752642000001,-122.475973500002,POINT (-122.4759735 37.752642),Inner Sunset,7.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2024/02/21 12:00:00 AM,Sophia Huie,2,202,113,117732,CHANG SHING CO,H03 - RETAIL MKTS W/O PREP (UNDER 5001),1043 STOCKTON ST,1043 STOCKTON ST,Reinspection,1.0,30.0,Pass,113,,,2.0,"114130-114130.5, 114132, 114133, 114137, 114139, 114153, 114163, 114165, 114167, 114169, 114175, 114177, 114180, 114182 - Ensure all equipment is approved, properly installed, clean, and maintained in good repair. Ensure all appliances are NSF-approved, commercial grade, durable, and easily cleanable., 114067(h), 114123, 114143(a, b), 114256-114256.2, 114256.4, 114257-114257.1, 114259, 114259.2-114259.3, 114279, 114281, 114282 - Keep clean and free of litter or rubbish the premises of each food facility; non-food items shall be stored and displayed separate from food and food-contact surfaces; the facility shall be kept vermin proof; open-air barbecues shall be operated in an approved manner.",37.795536000001,-122.408491500002,POINT (-122.4084915 37.795536),Chinatown,3.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/08 12:00:00 AM,Michael Mooney,2,203,107A,111794,Nick's Corner,H03 - RETAIL MKTS W/O PREP (UNDER 5001),342 COLUMBUS AVE,342 COLUMBUS AVE,Site Visit,1.0,20.0,Pass,107A,,,1.0,"114381 [e], 114381(a), 114387 - Make available the most recent routine inspection report. Post the Health Permit to Operate and restaurant license certificate in a conspicuous area for public view.",37.798569000001,-122.407362000002,POINT (-122.407362 37.798569),North Beach,3.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2024/08/13 12:00:00 AM,Luz Brown,3,303,206,06733400,PALMETTO SUPERFOODS,"H24 - RESTAURANT UNDER 1,000 SQFT",3809 18TH ST,3809 18TH ST,Reinspection,1.0,30.0,Pass,206,,,,,37.761084000001,-122.428620000002,POINT (-122.42862 37.761084),Castro/Upper Market,8.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2024/03/06 12:00:00 AM,Patrick Wood,1,101,610,77550,MANGIARE,"H26 - RESTAURANT OVER 2,000 SQFT",301 EXECUTIVE PARK BLVD #A,301 EXECUTIVE PARK BLVD,Site Visit,2.0,50.0,Pass,610,,,,,37.711530000001,-122.392147500002,POINT (-122.3921475 37.71153),Bayview Hunters Point,10.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
2025/05/07 12:00:00 AM,Katherine Tuazon,3,302,180,06734742,IMAGINE CULINARY GROUP @ ADYEN- Street Level Coffee Bar,H85 - EMPLOYEE CAFETERIA LIMITED FOOD PREP,505 BRANNAN ST,505 BRANNAN ST,Routine,1.0,10.0,Pass,180,,,,,37.777779000001,-122.396949000002,POINT (-122.396949 37.777779),South of Market,6.0,2025/05/20 11:15:25 AM,2025/05/20 11:33:47 AM
