,source,compare,col_iguais,col_diferentes,col_dificuldade,country,total_col
27744,CAN_CSV0000000000027349__23.csv,CAN_CSV0000000000027349__2.csv,10,25,0.7142857142857143,CAN,35
27745,CAN_CSV0000000000027349__23.csv,CAN_CSV0000000000027349__1.csv,10,25,0.7142857142857143,CAN,35
27750,CAN_CSV0000000000027349__24.csv,CAN_CSV0000000000027346__35.csv,12,38,0.76,CAN,50
27751,CAN_CSV0000000000027349__24.csv,CAN_CSV0000000000001487__10.csv,11,40,0.7843137254901961,CAN,51
27752,CAN_CSV0000000000027349__24.csv,CAN_CSV0000000000027349__4.csv,9,27,0.75,CAN,36
27753,CAN_CSV0000000000027349__24.csv,CAN_CSV0000000000027349__2.csv,10,25,0.7142857142857143,CAN,35
27754,CAN_CSV0000000000027349__24.csv,CAN_CSV0000000000027349__3.csv,10,25,0.7142857142857143,CAN,35
27755,CAN_CSV0000000000027349__24.csv,CAN_CSV0000000000027349__1.csv,10,25,0.7142857142857143,CAN,35
27758,CAN_CSV0000000000027349__3.csv,CAN_CSV0000000000027353__3.csv,9,27,0.75,CAN,36
27759,CAN_CSV0000000000027349__3.csv,CAN_CSV0000000000027353__2.csv,9,27,0.75,CAN,36
27760,CAN_CSV0000000000027349__3.csv,CAN_CSV0000000000027348.csv,22,31,0.5849056603773585,CAN,53
27761,CAN_CSV0000000000027349__3.csv,CAN_CSV0000000000027349__21.csv,10,25,0.7142857142857143,CAN,35
27762,CAN_CSV0000000000027349__3.csv,CAN_CSV0000000000027349__24.csv,10,25,0.7142857142857143,CAN,35
27767,CAN_CSV0000000000027349__4.csv,CAN_CSV0000000000027353__2.csv,8,29,0.7837837837837838,CAN,37
27768,CAN_CSV0000000000027349__4.csv,CAN_CSV0000000000027353__1.csv,8,29,0.7837837837837838,CAN,37
27769,CAN_CSV0000000000027349__4.csv,CAN_CSV0000000000027355.csv,21,33,0.6111111111111112,CAN,54
27770,CAN_CSV0000000000027349__4.csv,CAN_CSV0000000000027350.csv,21,33,0.6111111111111112,CAN,54
27771,CAN_CSV0000000000027349__4.csv,CAN_CSV0000000000001874.csv,21,33,0.6111111111111112,CAN,54
27772,CAN_CSV0000000000027349__4.csv,CAN_CSV0000000000027348.csv,20,35,0.6363636363636364,CAN,55
27773,CAN_CSV0000000000027349__4.csv,CAN_CSV0000000000008201.csv,21,69,0.7666666666666667,CAN,90
27774,CAN_CSV0000000000027349__4.csv,CAN_CSV0000000000027353.csv,21,34,0.6181818181818182,CAN,55
27775,CAN_CSV0000000000027349__4.csv,CAN_CSV0000000000001389.csv,21,33,0.6111111111111112,CAN,54
27776,CAN_CSV0000000000027349__4.csv,CAN_CSV0000000000027349__21.csv,9,27,0.75,CAN,36
27777,CAN_CSV0000000000027349__4.csv,CAN_CSV0000000000027349__23.csv,9,27,0.75,CAN,36
27778,CAN_CSV0000000000027349__4.csv,CAN_CSV0000000000027349__24.csv,9,27,0.75,CAN,36
27780,CAN_CSV0000000000027350.csv,CAN_CSV0000000000027348.csv,48,8,0.1428571428571428,CAN,56
27784,CAN_CSV0000000000027353.csv,CAN_CSV0000000000027348.csv,48,9,0.1578947368421052,CAN,57
27786,CAN_CSV0000000000027353.csv,CAN_CSV0000000000027346.csv,52,33,0.388235294117647,CAN,85
27787,CAN_CSV0000000000027353.csv,CAN_CSV0000000000008201.csv,52,37,0.4157303370786517,CAN,89
27790,CAN_CSV0000000000027353__0.csv,CAN_CSV0000000000027349__4.csv,8,29,0.7837837837837838,CAN,37
27791,CAN_CSV0000000000027353__0.csv,CAN_CSV0000000000027349__2.csv,9,27,0.75,CAN,36
27792,CAN_CSV0000000000027353__0.csv,CAN_CSV0000000000027349__3.csv,9,27,0.75,CAN,36
27793,CAN_CSV0000000000027353__0.csv,CAN_CSV0000000000027349__1.csv,9,27,0.75,CAN,36
27794,CAN_CSV0000000000027353__0.csv,CAN_CSV0000000000027349__0.csv,9,27,0.75,CAN,36
27795,CAN_CSV0000000000027353__0.csv,CAN_CSV0000000000027355.csv,21,32,0.6037735849056604,CAN,53
27796,CAN_CSV0000000000027353__0.csv,CAN_CSV0000000000027354.csv,21,33,0.6111111111111112,CAN,54
27797,CAN_CSV0000000000027353__0.csv,CAN_CSV0000000000027348.csv,20,34,0.6296296296296297,CAN,54
27798,CAN_CSV0000000000027353__1.csv,CAN_CSV0000000000027349__4.csv,8,29,0.7837837837837838,CAN,37
27799,CAN_CSV0000000000027353__1.csv,CAN_CSV0000000000027349__2.csv,9,27,0.75,CAN,36
27800,CAN_CSV0000000000027353__1.csv,CAN_CSV0000000000027349__3.csv,9,27,0.75,CAN,36
27801,CAN_CSV0000000000027353__1.csv,CAN_CSV0000000000027349__1.csv,9,27,0.75,CAN,36
27802,CAN_CSV0000000000027353__1.csv,CAN_CSV0000000000027349__0.csv,9,27,0.75,CAN,36
27803,CAN_CSV0000000000027353__1.csv,CAN_CSV0000000000027355.csv,21,32,0.6037735849056604,CAN,53
27804,CAN_CSV0000000000027353__1.csv,CAN_CSV0000000000027354.csv,21,33,0.6111111111111112,CAN,54
27805,CAN_CSV0000000000027353__10.csv,CAN_CSV0000000000001389.csv,18,35,0.660377358490566,CAN,53
27806,CAN_CSV0000000000027353__10.csv,CAN_CSV0000000000027354.csv,17,38,0.6909090909090909,CAN,55
27807,CAN_CSV0000000000027353__10.csv,CAN_CSV0000000000003066.csv,18,35,0.660377358490566,CAN,53
27808,CAN_CSV0000000000027353__10.csv,CAN_CSV0000000000008201.csv,18,71,0.797752808988764,CAN,89
27809,CAN_CSV0000000000027353__10.csv,CAN_CSV0000000000001487.csv,18,67,0.788235294117647,CAN,85
27810,CAN_CSV0000000000027353__10.csv,CAN_CSV0000000000027350.csv,18,35,0.660377358490566,CAN,53
27811,CAN_CSV0000000000027353__10.csv,CAN_CSV0000000000027355.csv,18,35,0.660377358490566,CAN,53
27812,CAN_CSV0000000000027353__10.csv,CAN_CSV0000000000027349.csv,18,35,0.660377358490566,CAN,53
27813,CAN_CSV0000000000027353__11.csv,CAN_CSV0000000000001389.csv,18,35,0.660377358490566,CAN,53
27814,CAN_CSV0000000000027353__11.csv,CAN_CSV0000000000027354.csv,17,38,0.6909090909090909,CAN,55
27815,CAN_CSV0000000000027353__11.csv,CAN_CSV0000000000003066.csv,18,35,0.660377358490566,CAN,53
27816,CAN_CSV0000000000027353__11.csv,CAN_CSV0000000000001487.csv,18,67,0.788235294117647,CAN,85
27817,CAN_CSV0000000000027353__11.csv,CAN_CSV0000000000008201.csv,18,71,0.797752808988764,CAN,89
27818,CAN_CSV0000000000027353__11.csv,CAN_CSV0000000000027355.csv,18,35,0.660377358490566,CAN,53
27819,CAN_CSV0000000000027353__11.csv,CAN_CSV0000000000027346.csv,18,67,0.788235294117647,CAN,85
27820,CAN_CSV0000000000027353__11.csv,CAN_CSV0000000000027350.csv,18,35,0.660377358490566,CAN,53
27821,CAN_CSV0000000000027353__11.csv,CAN_CSV0000000000027349.csv,18,35,0.660377358490566,CAN,53
27822,CAN_CSV0000000000027353__12.csv,CAN_CSV0000000000001389.csv,18,35,0.660377358490566,CAN,53
27823,CAN_CSV0000000000027353__12.csv,CAN_CSV0000000000027354.csv,17,38,0.6909090909090909,CAN,55
27824,CAN_CSV0000000000027353__12.csv,CAN_CSV0000000000003066.csv,18,35,0.660377358490566,CAN,53
27825,CAN_CSV0000000000027353__12.csv,CAN_CSV0000000000027348.csv,14,43,0.7543859649122807,CAN,57
27826,CAN_CSV0000000000027353__12.csv,CAN_CSV0000000000001487.csv,18,67,0.788235294117647,CAN,85
27827,CAN_CSV0000000000027353__12.csv,CAN_CSV0000000000008201.csv,18,71,0.797752808988764,CAN,89
27828,CAN_CSV0000000000027353__12.csv,CAN_CSV0000000000027355.csv,18,35,0.660377358490566,CAN,53
27829,CAN_CSV0000000000027353__12.csv,CAN_CSV0000000000027350.csv,18,35,0.660377358490566,CAN,53
27830,CAN_CSV0000000000027353__13.csv,CAN_CSV0000000000003066.csv,18,35,0.660377358490566,CAN,53
27831,CAN_CSV0000000000027353__13.csv,CAN_CSV0000000000027354.csv,17,38,0.6909090909090909,CAN,55
27832,CAN_CSV0000000000027353__13.csv,CAN_CSV0000000000008201.csv,18,71,0.797752808988764,CAN,89
27833,CAN_CSV0000000000027353__13.csv,CAN_CSV0000000000027348.csv,14,43,0.7543859649122807,CAN,57
27834,CAN_CSV0000000000027353__13.csv,CAN_CSV0000000000027350.csv,18,35,0.660377358490566,CAN,53
27835,CAN_CSV0000000000027353__13.csv,CAN_CSV0000000000027355.csv,18,35,0.660377358490566,CAN,53
27836,CAN_CSV0000000000027353__13.csv,CAN_CSV0000000000027346.csv,18,67,0.788235294117647,CAN,85
27837,CAN_CSV0000000000027353__13.csv,CAN_CSV0000000000001874.csv,18,35,0.660377358490566,CAN,53
27838,CAN_CSV0000000000027353__14.csv,CAN_CSV0000000000027355.csv,18,35,0.660377358490566,CAN,53
27839,CAN_CSV0000000000027353__14.csv,CAN_CSV0000000000027350.csv,18,35,0.660377358490566,CAN,53
27840,CAN_CSV0000000000027353__14.csv,CAN_CSV0000000000001874.csv,18,35,0.660377358490566,CAN,53
27841,CAN_CSV0000000000027353__14.csv,CAN_CSV0000000000008201.csv,18,71,0.797752808988764,CAN,89
27842,CAN_CSV0000000000027353__14.csv,CAN_CSV0000000000027346.csv,18,67,0.788235294117647,CAN,85
27843,CAN_CSV0000000000027353__14.csv,CAN_CSV0000000000001487.csv,18,67,0.788235294117647,CAN,85
27844,CAN_CSV0000000000027353__14.csv,CAN_CSV0000000000027347.csv,18,35,0.660377358490566,CAN,53
27845,CAN_CSV0000000000027353__14.csv,CAN_CSV0000000000001389.csv,18,35,0.660377358490566,CAN,53
27846,CAN_CSV0000000000027353__14.csv,CAN_CSV0000000000003066.csv,18,35,0.660377358490566,CAN,53
27857,CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027349__2.csv,9,27,0.75,CAN,36
27858,CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027349__3.csv,9,27,0.75,CAN,36
27859,CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027349__1.csv,9,27,0.75,CAN,36
27860,CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027349__0.csv,9,27,0.75,CAN,36
27861,CAN_CSV0000000000027353__2.csv,CAN_CSV0000000000027355.csv,21,32,0.6037735849056604,CAN,53
27867,CAN_CSV0000000000027353__20.csv,CAN_CSV0000000000001874.csv,11,42,0.7924528301886793,CAN,53
27868,CAN_CSV0000000000027353__20.csv,CAN_CSV0000000000027354.csv,11,43,0.7962962962962963,CAN,54
27872,CAN_CSV0000000000027353__20.csv,CAN_CSV0000000000001389.csv,11,42,0.7924528301886793,CAN,53
27873,CAN_CSV0000000000027353__20.csv,CAN_CSV0000000000003066.csv,11,42,0.7924528301886793,CAN,53
27874,CAN_CSV0000000000027353__20.csv,CAN_CSV0000000000027349.csv,11,42,0.7924528301886793,CAN,53
27880,CAN_CSV0000000000027353__21.csv,CAN_CSV0000000000027355.csv,11,42,0.7924528301886793,CAN,53
27881,CAN_CSV0000000000027353__21.csv,CAN_CSV0000000000001874.csv,11,42,0.7924528301886793,CAN,53
27882,CAN_CSV0000000000027353__21.csv,CAN_CSV0000000000027350.csv,11,42,0.7924528301886793,CAN,53
27883,CAN_CSV0000000000027353__21.csv,CAN_CSV0000000000027354.csv,11,43,0.7962962962962963,CAN,54
27884,CAN_CSV0000000000027353__21.csv,CAN_CSV0000000000027348.csv,11,42,0.7924528301886793,CAN,53
27886,CAN_CSV0000000000027353__21.csv,CAN_CSV0000000000027347.csv,11,42,0.7924528301886793,CAN,53
27887,CAN_CSV0000000000027353__21.csv,CAN_CSV0000000000001389.csv,11,42,0.7924528301886793,CAN,53
27893,CAN_CSV0000000000027353__22.csv,CAN_CSV0000000000001874.csv,11,42,0.7924528301886793,CAN,53
27894,CAN_CSV0000000000027353__22.csv,CAN_CSV0000000000027350.csv,11,42,0.7924528301886793,CAN,53
27895,CAN_CSV0000000000027353__22.csv,CAN_CSV0000000000027354.csv,11,43,0.7962962962962963,CAN,54
27899,CAN_CSV0000000000027353__22.csv,CAN_CSV0000000000001389.csv,11,42,0.7924528301886793,CAN,53
27900,CAN_CSV0000000000027353__22.csv,CAN_CSV0000000000003066.csv,11,42,0.7924528301886793,CAN,53
27901,CAN_CSV0000000000027353__22.csv,CAN_CSV0000000000027349.csv,11,42,0.7924528301886793,CAN,53
27902,CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027355.csv,11,42,0.7924528301886793,CAN,53
27903,CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027348.csv,11,42,0.7924528301886793,CAN,53
27906,CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000001389.csv,11,42,0.7924528301886793,CAN,53
27907,CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000003066.csv,11,42,0.7924528301886793,CAN,53
27908,CAN_CSV0000000000027353__23.csv,CAN_CSV0000000000027349.csv,11,42,0.7924528301886793,CAN,53
27914,CAN_CSV0000000000027353__24.csv,CAN_CSV0000000000027355.csv,11,42,0.7924528301886793,CAN,53
27915,CAN_CSV0000000000027353__24.csv,CAN_CSV0000000000001874.csv,11,42,0.7924528301886793,CAN,53
27916,CAN_CSV0000000000027353__24.csv,CAN_CSV0000000000027348.csv,11,42,0.7924528301886793,CAN,53
27920,CAN_CSV0000000000027353__24.csv,CAN_CSV0000000000001389.csv,11,42,0.7924528301886793,CAN,53
27921,CAN_CSV0000000000027353__24.csv,CAN_CSV0000000000003066.csv,11,42,0.7924528301886793,CAN,53
27922,CAN_CSV0000000000027353__3.csv,CAN_CSV0000000000027349__4.csv,8,29,0.7837837837837838,CAN,37
27923,CAN_CSV0000000000027353__3.csv,CAN_CSV0000000000027349__2.csv,9,27,0.75,CAN,36
27924,CAN_CSV0000000000027353__3.csv,CAN_CSV0000000000027349__3.csv,9,27,0.75,CAN,36
27925,CAN_CSV0000000000027353__3.csv,CAN_CSV0000000000027349__1.csv,9,27,0.75,CAN,36
27926,CAN_CSV0000000000027353__3.csv,CAN_CSV0000000000027349__0.csv,9,27,0.75,CAN,36
27927,CAN_CSV0000000000027353__3.csv,CAN_CSV0000000000027355.csv,21,32,0.6037735849056604,CAN,53
27928,CAN_CSV0000000000027353__3.csv,CAN_CSV0000000000027348.csv,20,34,0.6296296296296297,CAN,54
27929,CAN_CSV0000000000027353__4.csv,CAN_CSV0000000000027349__4.csv,8,29,0.7837837837837838,CAN,37
27930,CAN_CSV0000000000027353__4.csv,CAN_CSV0000000000027349__2.csv,9,27,0.75,CAN,36
27931,CAN_CSV0000000000027353__4.csv,CAN_CSV0000000000027349__3.csv,9,27,0.75,CAN,36
27932,CAN_CSV0000000000027353__4.csv,CAN_CSV0000000000027349__1.csv,9,27,0.75,CAN,36
27933,CAN_CSV0000000000027353__4.csv,CAN_CSV0000000000027349__0.csv,9,27,0.75,CAN,36
27934,CAN_CSV0000000000027353__4.csv,CAN_CSV0000000000027355.csv,21,32,0.6037735849056604,CAN,53
27935,CAN_CSV0000000000027353__4.csv,CAN_CSV0000000000027348.csv,20,34,0.6296296296296297,CAN,54
27939,CAN_CSV0000000000027353__5.csv,CAN_CSV0000000000027348.csv,14,40,0.7407407407407407,CAN,54
27945,CAN_CSV0000000000027353__6.csv,CAN_CSV0000000000027355.csv,15,38,0.7169811320754716,CAN,53
27946,CAN_CSV0000000000027353__6.csv,CAN_CSV0000000000027350.csv,15,38,0.7169811320754716,CAN,53
27947,CAN_CSV0000000000027353__6.csv,CAN_CSV0000000000001874.csv,15,38,0.7169811320754716,CAN,53
27948,CAN_CSV0000000000027353__6.csv,CAN_CSV0000000000027354.csv,15,39,0.7222222222222222,CAN,54
27950,CAN_CSV0000000000027353__6.csv,CAN_CSV0000000000027353.csv,15,39,0.7222222222222222,CAN,54
27953,CAN_CSV0000000000027353__6.csv,CAN_CSV0000000000001389.csv,15,38,0.7169811320754716,CAN,53
27954,CAN_CSV0000000000027353__6.csv,CAN_CSV0000000000003066.csv,15,38,0.7169811320754716,CAN,53
27957,CAN_CSV0000000000027353__7.csv,CAN_CSV0000000000027348.csv,14,40,0.7407407407407407,CAN,54
27965,CAN_CSV0000000000027353__9.csv,CAN_CSV0000000000027348.csv,14,40,0.7407407407407407,CAN,54
27967,CAN_CSV0000000000027354.csv,CAN_CSV0000000000027348.csv,47,11,0.1896551724137931,CAN,58
27969,CAN_CSV0000000000027354.csv,CAN_CSV0000000000027353__4.csv,21,33,0.6111111111111112,CAN,54
27971,CAN_CSV0000000000027354.csv,CAN_CSV0000000000027353__1.csv,21,33,0.6111111111111112,CAN,54
27972,CAN_CSV0000000000027354.csv,CAN_CSV0000000000027346.csv,51,35,0.4069767441860465,CAN,86
27973,CAN_CSV0000000000027354.csv,CAN_CSV0000000000027353__3.csv,21,33,0.6111111111111112,CAN,54
27974,CAN_CSV0000000000027354.csv,CAN_CSV0000000000008201.csv,51,39,0.4333333333333333,CAN,90
27977,CAN_CSV0000000000027354.csv,CAN_CSV0000000000027353__0.csv,21,33,0.6111111111111112,CAN,54
27986,CAN_CSV0000000000027354__0.csv,CAN_CSV0000000000027348.csv,13,41,0.7592592592592593,CAN,54
27989,CAN_CSV0000000000027354__0.csv,CAN_CSV0000000000003066.csv,14,39,0.7358490566037735,CAN,53
27997,CAN_CSV0000000000027354__1.csv,CAN_CSV0000000000027355.csv,13,41,0.7592592592592593,CAN,54
27998,CAN_CSV0000000000027354__1.csv,CAN_CSV0000000000027350.csv,14,39,0.7358490566037735,CAN,53
27999,CAN_CSV0000000000027354__1.csv,CAN_CSV0000000000001874.csv,14,39,0.7358490566037735,CAN,53
28001,CAN_CSV0000000000027354__1.csv,CAN_CSV0000000000027354.csv,14,40,0.7407407407407407,CAN,54
28002,CAN_CSV0000000000027354__1.csv,CAN_CSV0000000000027348.csv,13,41,0.7592592592592593,CAN,54
28028,CAN_CSV0000000000027354__2.csv,CAN_CSV0000000000027355.csv,13,41,0.7592592592592593,CAN,54
28029,CAN_CSV0000000000027354__2.csv,CAN_CSV0000000000027354.csv,14,40,0.7407407407407407,CAN,54
28030,CAN_CSV0000000000027354__2.csv,CAN_CSV0000000000027348.csv,13,41,0.7592592592592593,CAN,54
28032,CAN_CSV0000000000027354__2.csv,CAN_CSV0000000000001389.csv,14,39,0.7358490566037735,CAN,53
28034,CAN_CSV0000000000027354__2.csv,CAN_CSV0000000000003066.csv,14,39,0.7358490566037735,CAN,53
28035,CAN_CSV0000000000027354__20.csv,CAN_CSV0000000000027355.csv,13,40,0.7547169811320755,CAN,53
28036,CAN_CSV0000000000027354__20.csv,CAN_CSV0000000000027354.csv,13,41,0.7592592592592593,CAN,54
28037,CAN_CSV0000000000027354__20.csv,CAN_CSV0000000000027348.csv,13,40,0.7547169811320755,CAN,53
28038,CAN_CSV0000000000027354__21.csv,CAN_CSV0000000000027355.csv,13,40,0.7547169811320755,CAN,53
28039,CAN_CSV0000000000027354__21.csv,CAN_CSV0000000000027348.csv,13,40,0.7547169811320755,CAN,53
28040,CAN_CSV0000000000027354__22.csv,CAN_CSV0000000000027348.csv,13,40,0.7547169811320755,CAN,53
28041,CAN_CSV0000000000027354__22.csv,CAN_CSV0000000000027355.csv,13,40,0.7547169811320755,CAN,53
28042,CAN_CSV0000000000027354__23.csv,CAN_CSV0000000000027354.csv,13,41,0.7592592592592593,CAN,54
28043,CAN_CSV0000000000027354__23.csv,CAN_CSV0000000000027348.csv,13,40,0.7547169811320755,CAN,53
28044,CAN_CSV0000000000027354__23.csv,CAN_CSV0000000000027355.csv,13,40,0.7547169811320755,CAN,53
28045,CAN_CSV0000000000027354__24.csv,CAN_CSV0000000000027355.csv,13,40,0.7547169811320755,CAN,53
28054,CAN_CSV0000000000027354__3.csv,CAN_CSV0000000000027355.csv,13,41,0.7592592592592593,CAN,54
28055,CAN_CSV0000000000027354__3.csv,CAN_CSV0000000000027350.csv,14,39,0.7358490566037735,CAN,53
28058,CAN_CSV0000000000027354__3.csv,CAN_CSV0000000000027354.csv,14,40,0.7407407407407407,CAN,54
28059,CAN_CSV0000000000027354__3.csv,CAN_CSV0000000000027348.csv,13,41,0.7592592592592593,CAN,54
28069,CAN_CSV0000000000027354__4.csv,CAN_CSV0000000000027355.csv,13,41,0.7592592592592593,CAN,54
28070,CAN_CSV0000000000027354__4.csv,CAN_CSV0000000000001874.csv,14,39,0.7358490566037735,CAN,53
28072,CAN_CSV0000000000027354__4.csv,CAN_CSV0000000000027348.csv,13,41,0.7592592592592593,CAN,54
28110,CAN_CSV0000000000027355.csv,CAN_CSV0000000000027348.csv,47,10,0.175438596491228,CAN,57
28112,CAN_CSV0000000000027355.csv,CAN_CSV0000000000027353__4.csv,21,32,0.6037735849056604,CAN,53
28113,CAN_CSV0000000000027355.csv,CAN_CSV0000000000027353__1.csv,21,32,0.6037735849056604,CAN,53
28114,CAN_CSV0000000000027355.csv,CAN_CSV0000000000027346.csv,51,34,0.4,CAN,85
28115,CAN_CSV0000000000027355.csv,CAN_CSV0000000000027353__3.csv,21,32,0.6037735849056604,CAN,53
28116,CAN_CSV0000000000027355.csv,CAN_CSV0000000000008201.csv,51,38,0.4269662921348314,CAN,89
28119,CAN_CSV0000000000027355.csv,CAN_CSV0000000000027353__0.csv,21,32,0.6037735849056604,CAN,53
28139,CAN_CSV0000000000027355__10.csv,CAN_CSV0000000000027355.csv,12,41,0.7735849056603774,CAN,53
28165,CAN_CSV0000000000027355__12.csv,CAN_CSV0000000000027355.csv,12,41,0.7735849056603774,CAN,53
28322,CAN_CSV0000000000027405__4.csv,CAN_CSV0000000000027405.csv,11,20,0.6451612903225806,CAN,31
28327,CAN_CSV0000000000027405__6.csv,CAN_CSV0000000000027405.csv,11,20,0.6451612903225806,CAN,31
28332,CAN_CSV0000000000027405__7.csv,CAN_CSV0000000000027405.csv,11,20,0.6451612903225806,CAN,31
28367,CAN_CSV0000000000027440__11.csv,CAN_CSV0000000000001289.csv,7,24,0.7741935483870968,CAN,31
28449,UK_CSV0000000000006676__2.csv,UK_CSV0000000000006676__10.csv,12,39,0.7647058823529411,UK,51
28450,UK_CSV0000000000002010__6.csv,UK_CSV0000000000006676__5.csv,12,45,0.7894736842105263,UK,57
28451,UK_CSV0000000000006676__34.csv,UK_CSV0000000000006676__22.csv,11,33,0.75,UK,44
28459,UK_CSV0000000000003896__3.csv,UK_CSV0000000000003896__8.csv,12,42,0.7777777777777778,UK,54
28476,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__16.csv,12,36,0.75,UK,48
28481,UK_CSV0000000000002010__6.csv,UK_CSV0000000000002010__30.csv,12,37,0.7551020408163265,UK,49
28482,UK_CSV0000000000002010__31.csv,UK_CSV0000000000002010__9.csv,12,37,0.7551020408163265,UK,49
28483,UK_CSV0000000000006676__34.csv,UK_CSV0000000000002010.csv,19,73,0.7934782608695652,UK,92
28484,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__25.csv,14,37,0.7254901960784313,UK,51
28485,UK_CSV0000000000005854__10.csv,UK_CSV0000000000005854__22.csv,17,39,0.6964285714285714,UK,56
28486,UK_CSV0000000000003896__4.csv,UK_CSV0000000000003896__8.csv,12,42,0.7777777777777778,UK,54
28489,UK_CSV0000000000003896__7.csv,UK_CSV0000000000003896__19.csv,18,37,0.6727272727272727,UK,55
28495,UK_CSV0000000000002183__16.csv,UK_CSV0000000000002183__18.csv,28,4,0.125,UK,32
28500,UK_CSV0000000000003896__1.csv,UK_CSV0000000000003896__18.csv,15,37,0.7115384615384616,UK,52
28512,UK_CSV0000000000003896__7.csv,UK_CSV0000000000003896__14.csv,10,36,0.782608695652174,UK,46
28513,UK_CSV0000000000003896__7.csv,UK_CSV0000000000003896__13.csv,10,36,0.782608695652174,UK,46
28519,UK_CSV0000000000003896__7.csv,UK_CSV0000000000003896__12.csv,10,36,0.782608695652174,UK,46
28524,UK_CSV0000000000003896__7.csv,UK_CSV0000000000003896__18.csv,18,37,0.6727272727272727,UK,55
28532,UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__18.csv,15,37,0.7115384615384616,UK,52
28544,UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__15.csv,15,37,0.7115384615384616,UK,52
28559,UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896.csv,29,51,0.6375,UK,80
28570,UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__8.csv,12,42,0.7777777777777778,UK,54
28571,UK_CSV0000000000003896__0.csv,UK_CSV0000000000003896__6.csv,12,42,0.7777777777777778,UK,54
28590,UK_CSV0000000000006676__2.csv,UK_CSV0000000000002010__6.csv,12,45,0.7894736842105263,UK,57
28591,UK_CSV0000000000006676__2.csv,UK_CSV0000000000002010__7.csv,12,45,0.7894736842105263,UK,57
28592,UK_CSV0000000000006676__2.csv,UK_CSV0000000000006676__6.csv,14,35,0.7142857142857143,UK,49
28596,UK_CSV0000000000006676__2.csv,UK_CSV0000000000006676__7.csv,14,35,0.7142857142857143,UK,49
28605,UK_CSV0000000000006676__2.csv,UK_CSV0000000000006676__11.csv,14,35,0.7142857142857143,UK,49
28606,UK_CSV0000000000006676__2.csv,UK_CSV0000000000006676__8.csv,14,35,0.7142857142857143,UK,49
28621,UK_CSV0000000000006676__2.csv,UK_CSV0000000000002010__9.csv,12,45,0.7894736842105263,UK,57
28622,UK_CSV0000000000006676__2.csv,UK_CSV0000000000006676__9.csv,14,35,0.7142857142857143,UK,49
28623,UK_CSV0000000000006676__2.csv,UK_CSV0000000000002010__8.csv,12,45,0.7894736842105263,UK,57
28626,UK_CSV0000000000002010__6.csv,UK_CSV0000000000006676__1.csv,12,45,0.7894736842105263,UK,57
28631,UK_CSV0000000000002010__6.csv,UK_CSV0000000000006676__2.csv,12,45,0.7894736842105263,UK,57
28636,UK_CSV0000000000002010__6.csv,UK_CSV0000000000006676__4.csv,12,45,0.7894736842105263,UK,57
28638,UK_CSV0000000000002010__6.csv,UK_CSV0000000000007396.csv,24,49,0.6712328767123288,UK,73
28641,UK_CSV0000000000002010__6.csv,UK_CSV0000000000002010__35.csv,12,37,0.7551020408163265,UK,49
28660,UK_CSV0000000000006676__34.csv,UK_CSV0000000000006676__18.csv,11,33,0.75,UK,44
28680,UK_CSV0000000000006676__34.csv,UK_CSV0000000000006676__19.csv,11,33,0.75,UK,44
28694,UK_CSV0000000000007396__12.csv,UK_CSV0000000000007396.csv,17,44,0.7213114754098361,UK,61
28718,UK_CSV0000000000007396__10.csv,UK_CSV0000000000007396.csv,18,42,0.7,UK,60
28768,UK_CSV0000000000003896__3.csv,UK_CSV0000000000003896__18.csv,15,37,0.7115384615384616,UK,52
28769,UK_CSV0000000000003896__3.csv,UK_CSV0000000000003896__6.csv,12,42,0.7777777777777778,UK,54
28778,UK_CSV0000000000006676__9.csv,UK_CSV0000000000006676__15.csv,13,27,0.675,UK,40
28784,UK_CSV0000000000006676__9.csv,UK_CSV0000000000006676__13.csv,13,27,0.675,UK,40
28786,UK_CSV0000000000006676__9.csv,UK_CSV0000000000006676__18.csv,10,37,0.7872340425531915,UK,47
28788,UK_CSV0000000000006676__9.csv,UK_CSV0000000000006676__22.csv,10,37,0.7872340425531915,UK,47
28796,UK_CSV0000000000006676__9.csv,UK_CSV0000000000006676__1.csv,14,35,0.7142857142857143,UK,49
28797,UK_CSV0000000000006676__9.csv,UK_CSV0000000000006676__2.csv,14,35,0.7142857142857143,UK,49
28798,UK_CSV0000000000006676__9.csv,UK_CSV0000000000006676__4.csv,14,35,0.7142857142857143,UK,49
28820,UK_CSV0000000000003896__3.csv,UK_CSV0000000000003896__15.csv,15,37,0.7115384615384616,UK,52
